Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0059090-2,SO0059090,2,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Unknown,Installed system. Add water to the machine. For testing it worked without any leaks. Ben unlocked it.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059090,2,Not Specified,2,PASE,90424998                     CASE,FITTING,13.1,8.4199,10/20/2023,12.8897,2612.8196
SO0059090-4,SO0059090,4,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Unknown,Installed system. Add water to the machine. For testing it worked without any leaks. Ben unlocked it.,Not Mentioned - Not Mentioned,Float Tire - Installed,SO0059090,4,Not Specified,1,PASE,BN303195                     CASE,VALVE,46.5,28.41,10/20/2023,12.8897,2612.8196
SO0059090-8,SO0059090,8,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Unknown,Installed system. Add water to the machine. For testing it worked without any leaks. Ben unlocked it.,Not Mentioned - Auto Greaser,No Component Mentioned - No Component Mentioned,SO0059090,8,Not Specified,1,PASE,BN303204                     CASE,GASKET,0.9799,0.64,10/20/2023,12.8897,2612.8196
SO0059098-1,SO0059098,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Unknown,Installed system. Add water to the machine. For testing it worked without any leaks. Ben unlocked it.,Oil Leak - No Component Mentioned,"O Ring - Replaced, No Component Mentioned - Cleaned",SO0059098,1,Not Specified,2,LEFLAND,27361-00                     HEARTL,wilger flush valve,73.7,44.2199,10/20/2023,12.8897,2612.8196
SO0059098-3,SO0059098,3,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Unknown,Installed system. Add water to the machine. For testing it worked without any leaks. Ben unlocked it.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059098,3,Not Specified,2,PK SYSTEMS,CNS14                        AGSYST,1/4 PIPE CL/NIP,8.4,6.58,10/20/2023,12.8897,2612.8196
SO0059098-4,SO0059098,4,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,Low - Coolant,No Component Mentioned - Added,SO0059098,4,Not Specified,2,PASE,51693896                     CASE,PAD,163.36,149.88,10/20/2023,9.1898,2335.4198
SO0059106-1,SO0059106,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,Not Mentioned - Driveshaft,"Drive Shaft Boot - Removed, Drive Shaft Boot - Installed, Drive Shaft Boot - Greased",SO0059106,1,Not Specified,1,PASE,90353852                     CASE,BRACKET,136.3499,125.1,10/20/2023,9.1898,2335.4198
SO0059121-1,SO0059121,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,Not Mentioned - Battery,Battery Cable - Replaced,SO0059121,1,Not Specified,1,PASE,90353850                     CASE,BRACKET,161.46,148.14,10/20/2023,9.1898,2335.4198
SO0059121-2,SO0059121,2,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,Not Mentioned - Not Mentioned,"Boom Harness - Installed, Hydraulic Valve Block - Swapped, Rear Mast Spray - Reassembled",SO0059121,2,Not Specified,4,PASE,90326335                     CASE,BOLT,5.32,4.8799,10/20/2023,9.1898,2335.4198
SO0059121-4,SO0059121,4,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,"Leak - Boom, Damaged - Handrail","Recirculation System - Tested, Boom - Cleaned, Hand Rail - Painted, Hand Rail - Filled",SO0059121,4,Not Specified,12,PASE,51695332                     CASE,SCREW,10.92,9.96,10/20/2023,9.1898,2335.4198
SO0059121-5,SO0059121,5,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,Not Mentioned - Not Mentioned,"Valve - Installed, Electrical Valve - Mounted, Manual Shutoff - Mounted, Recirculation System - Installed",SO0059121,5,Not Specified,12,PASE,51693959                     CASE,WASHER,21.48,19.68,10/20/2023,9.1898,2335.4198
SO0059121-6,SO0059121,6,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,"Not Installed - Light, Not Installed - Light","Light - Installed, Sight Gauge Light - Installed",SO0059121,6,Not Specified,2,PASE,51693900                     CASE,BUMPER,92.62,84.98,10/20/2023,9.1898,2335.4198
SO0059125-1,SO0059125,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Boom cradle's on both booms bent and cracked. There are pictures.,Unknown,Both outer folding frames installed with new pads and screws.  I got other people to look at the cradle position. We couldn't imagine it could be installed any other way. I don't think there is enough support.  Contacting the representative.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059125,1,Not Specified,2,PASE,51693913                     CASE,BRACKET,25.3799,23.28,10/20/2023,9.1898,2335.4198
SO0059125-2,SO0059125,2,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.",Not Mentioned - Not Mentioned,"Legacy Cradle - Installed, Air Cylinder - Swapped, Left Boom - Installed, Valve Block - Installed",SO0059125,2,Not Specified,1,PASE,90424998                     CASE,FITTING,4.5899,4.21,10/20/2023,5.62,1129.0795
SO0059150-1,SO0059150,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.","Out of Range - Sensor, Not Mentioned - XRT, Locked - Boom","XRT System - Recalibrated, Sensor - Recalibrated, Boom Cradle Lock Pin - Changed",SO0059150,1,Not Specified,1,PASE,47888706                     CASE,GASKET,2.73,2.1201,10/20/2023,5.62,1129.0795
SO0059151-3,SO0059151,3,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059151,3,Not Specified,1,PASE,BN313773                     CASE,CLAMP,7.69,7.0501,10/20/2023,5.62,1129.0795
SO0059159-1,SO0059159,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.",Dirty - Machine,"Window - Cleaned, Air Hose - Added, Air Fitting - Added, Fire Extinguisher - Added, First Aid Kit - Added",SO0059159,1,Not Specified,2,PASE,BN73502                      CASE,PLUG,5.46,5,10/20/2023,5.62,1129.0795
SO0059169-1,SO0059169,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.","Noise - Differential, Not Moved - Unit","Final Drive Assembly - Removed, Axle Shaft - Removed, No Component Mentioned - Installed, Rear Differential Housing - Cleaned",SO0059169,1,Not Specified,1,PASE,90424999                     CASE,FITTING,5.57,5.11,10/20/2023,5.62,1129.0795
SO0059169-2,SO0059169,2,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.",Leak - Air Bag,Front Airbag - Replaced,SO0059169,2,Not Specified,1,PASE,90392517                     CASE,VALVE  CHECK,40.3699,37.0399,10/20/2023,5.62,1129.0795
SO0059169-5,SO0059169,5,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.","Leak - Turbo, Leak - Turbo","Hose - Replaced, Clamp - Removed, Tube - Removed",SO0059169,5,Not Specified,0,PASE,87267540                     CASE,ELBOW,0,0,10/20/2023,5.62,1129.0795
SO0059170-1,SO0059170,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.",Leak - Box,"Drive Line - Removed, Yoke - Removed",SO0059170,1,Not Specified,1,PASE,90424997                     CASE,FITTING,3.54,3.25,10/20/2023,5.62,1129.0795
SO0059170-2,SO0059170,2,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,Unknown,"Install missing parts. I have been running the Boom recirculation system with no leaks.  Then when I tested the air purge system, three of them were leaking. Air blows out of the port.  Installed pressure regulator to reduce air pressure to 55 psi. The system works without any problems.",Leak - Wheel,"Wheel Seal - Replaced, Brake Shoe - Installed",SO0059170,2,Not Specified,1,PASE,90391067                     CASE,FITTING,8.1899,7.5099,10/20/2023,5.62,1129.0795
SO0059173-1,SO0059173,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,To get machine in shop to install boom recirculate system and install missing Boom Air purge part. Also to replace broken boom cradle.,Unknown,Drain the water and used boom flush system to empty the product boom.  Fill the flush tank and product tank with R/V antifreeze. Run flushing system. Run the boom circulation system and the spray system. Empty product tank. The liquid from the tan looked weak. Check with Refractor,Leak - Axle,No Component Mentioned - No Component Mentioned,SO0059173,1,Not Specified,1,PICK,103060                       MISC,HOWES FUEL TREATMENT,36.5099,24.99,10/20/2023,8.1498,2046.5796
SO0059177-1,SO0059177,1,9/25/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,To get machine in shop to install boom recirculate system and install missing Boom Air purge part. Also to replace broken boom cradle.,Unknown,Drain the water and used boom flush system to empty the product boom.  Fill the flush tank and product tank with R/V antifreeze. Run flushing system. Run the boom circulation system and the spray system. Empty product tank. The liquid from the tan looked weak. Check with Refractor,Blowing Hot - Air Conditioner,System - Added Freon,SO0059177,1,Not Specified,2,PICK,M1010                        MISC,RV ANTI FREEZE,520.6598,390.5,10/20/2023,8.1498,2046.5796
SO0059180-1,SO0059180,1,10/3/2023,PASEIH,9861,SPRAYS,,YPT056819,64.5999,10-16-2023 - Cutomer needed the sprayer to finish for the season. Will bring back in to complete the work.1-23-24 customer brought unit back for repair.NCV's woulds randomly shut off.,"Bad poppets, tied harnesses up better , and tested unit.","All valve plugs were removed and resealed, all O-rings for each nozzle were installed, wiring harnesses were better secured, and the unit was tested. Everything worked and worked as it should",Not Sliding - Axle,"Left Rear Axle - Removed, Liner - Removed, No Component Mentioned - Used Grinder, No Component Mentioned - Cleaned, Axle Tube Housing - Painted, Plastic Liner - Installed",SO0059180,1,Not Specified,72,PASE,90410207                     CASE,KIT,3078.72,2565.36,3/5/2024,17.2396,6096.1298
SO0059182-1,SO0059182,1,10/3/2023,PASEIH,9861,SPRAYS,,YPT056819,64.5999,10-16-2023 - Cutomer needed the sprayer to finish for the season. Will bring back in to complete the work.1-23-24 customer brought unit back for repair.NCV's woulds randomly shut off.,"Bad poppets, tied harnesses up better , and tested unit.","All valve plugs were removed and resealed, all O-rings for each nozzle were installed, wiring harnesses were better secured, and the unit was tested. Everything worked and worked as it should",Broken - Valve,"Valve - Replaced, Valve Motor - Reinstalled, Gasket - Replaced",SO0059182,1,Not Specified,2,PASE,73344231                     CASE,OIL  ENGINE,12.58,9.57,3/5/2024,17.2396,6096.1298
SO0059182-3,SO0059182,3,10/3/2023,PASEIH,6780,APPL,,JFGYF44BHKT048637,2535,ENGINE DERATED AND SCR FAULT,DOSING MODULE WENT BAD19173 DEF DOSING VALVE ACTUATOR SHORT CIRCUIT TO BATTERY IN HIGH SIDE FAILUREALSO FOUND WATER IN ECU CONNECTION,DRIVE TO KEY COOHOOKHOOKED EST TO FLOAT FOUND SCR ERROR 19173 DEF METERING VALVE ACTUATOR SHORT TO BATTERY IN HIGH ERROR NEW METERING MODULE LOOK UP HAVE SPEAKED TO KEY COOP GUY - HE WILL TALK TO THE BOSS AND SEE IF YOU WANT TO DO IT C,Not Mentioned - Not Mentioned,"Coupler - Installed, Spray Tip - Installed, Mount Bar - Installed, Float Tire - Installed",SO0059182,3,Not Specified,0,PASE,87519307                     CASE,SENSOR,0,0,10/26/2023,9.4198,2884.6198
SO0059182-4,SO0059182,4,10/3/2023,PASEIH,6780,APPL,,JFGYF44BHKT048637,2535,ENGINE DERATED AND SCR FAULT,DOSING MODULE WENT BAD19173 DEF DOSING VALVE ACTUATOR SHORT CIRCUIT TO BATTERY IN HIGH SIDE FAILUREALSO FOUND WATER IN ECU CONNECTION,DRIVE TO KEY COOHOOKHOOKED EST TO FLOAT FOUND SCR ERROR 19173 DEF METERING VALVE ACTUATOR SHORT TO BATTERY IN HIGH ERROR NEW METERING MODULE LOOK UP HAVE SPEAKED TO KEY COOP GUY - HE WILL TALK TO THE BOSS AND SEE IF YOU WANT TO DO IT C,Not Mentioned - Not Mentioned,"Light - Installed, No Component Mentioned - Reconfigured, Light - Reset",SO0059182,4,Not Specified,1,PASE,5802513624R                  CASE,REMAN ELECT CONTROL,1320,849.56,10/26/2023,9.4198,2884.6198
SO0059189-1,SO0059189,1,10/3/2023,PASEIH,6780,APPL,,JFGYF44BHKT048637,2535,ENGINE DERATED AND SCR FAULT,DOSING MODULE WENT BAD19173 DEF DOSING VALVE ACTUATOR SHORT CIRCUIT TO BATTERY IN HIGH SIDE FAILUREALSO FOUND WATER IN ECU CONNECTION,DRIVE TO KEY COOHOOKHOOKED EST TO FLOAT FOUND SCR ERROR 19173 DEF METERING VALVE ACTUATOR SHORT TO BATTERY IN HIGH ERROR NEW METERING MODULE LOOK UP HAVE SPEAKED TO KEY COOP GUY - HE WILL TALK TO THE BOSS AND SEE IF YOU WANT TO DO IT C,Vibrated - XRT,XRT Sensor - Recalibrated,SO0059189,1,Not Specified,0,PASE,5802855463R                  CASE,REMAN-MODULE,0,0,10/26/2023,9.4198,2884.6198
SO0059190-1,SO0059190,1,10/4/2023,PASEIH,9861,SPRAYS,,YPT056989,13.35,PERFORM PIP CS0723 PROCEDURES.,MANDATORY PIP REPAIR.,LEVEL 1: SETUP CONNECTED EST AUTOFOLD NODE FOR PROGRAMMING AND UPDATING SOFTWARE,"Error Code - ECM, Cut - Wire","Chassis Wire Harness - Replaced, ECM - Assigned",SO0059190,1,Not Specified,1,PASE,47995115                     CASE,TRANSDUCER,415.06,319.28,10/27/2023,5.9199,1425.16
SO0059190-2,SO0059190,2,10/17/2023,PASEIH,9861,SPRAYS,,YPT056989,95,CAB AIR SEAT WILL NOT AIR UP.,LEAKING FITTING ON TOP OF SEAT AIRBAG.HOSE TO AIRBAG IS ROUGH ON SEALING EDGE.,SWITCH ON AIR SEAT PRESSED AND PUMP TURNED ON. PERMIT THE PUMP TO PERFORM NORMAL CYCLE. The pump was beeping erratically and could hear air leakage. The top of the armrest was removed to check for leaks at the switch. There were no leaks at the common leak location. Armrest cover attached. Slipped seat A,Not Mentioned - Not Mentioned,"Boom Valve - Installed, Tilt Cylinder - Installed",SO0059190,2,Not Specified,1,PASE,47598709                     CASE,KIT  SERVICE,277.55,213.5,11/9/2023,8.5,2441.87
SO0059190-3,SO0059190,3,11/8/2023,PASEIH,9991,SPRAYS,,KJT047021,2485,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,Hooked up EST and found erratic fault codes for all 6 injectors..Examined and checked over harness and found ECM faulty,"Engine data retrieved and files sent to cnh. New engine control module installed, software loaded and unit running and tested.",Not Spraying - No Component Mentioned,No Component Mentioned - No Component Mentioned,SO0059190,3,Not Specified,1,PASE,84499733R                    CASE,REMAN ELECT CONTROL,1650,1095.49,12/27/2023,10.0198,4590.5599
SO0059190-4,SO0059190,4,11/8/2023,PASEIH,9991,SPRAYS,,KJT047021,2485,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,Hooked up EST and found erratic fault codes for all 6 injectors..Examined and checked over harness and found ECM faulty,"Engine data retrieved and files sent to cnh. New engine control module installed, software loaded and unit running and tested.",Not Raised - Mast,No Component Mentioned - No Component Mentioned,SO0059190,4,Not Specified,-1,PASE,84499733C                    CASE,REMAN ELECT CONT - CORE,-100,-100,12/27/2023,10.0198,4590.5599
SO0059193-1,SO0059193,1,11/8/2023,PASEIH,9991,SPRAYS,,KJT047021,2485,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,Hooked up EST and found erratic fault codes for all 6 injectors..Examined and checked over harness and found ECM faulty,"Engine data retrieved and files sent to cnh. New engine control module installed, software loaded and unit running and tested.",Not Mentioned - Unit,No Component Mentioned - No Component Mentioned,SO0059193,1,Not Specified,0,PASE,84499733                     CASE,ELECTRONIC CONTR,0,0,12/27/2023,10.0198,4590.5599
SO0059194-1,SO0059194,1,11/8/2023,PASEIH,9991,SPRAYS,,KJT047021,2485,Trident project 1426.Customer request to pull all engine data..Also engine would run extremely rough and die.,Hooked up EST and found erratic fault codes for all 6 injectors..Examined and checked over harness and found ECM faulty,"Engine data retrieved and files sent to cnh. New engine control module installed, software loaded and unit running and tested.",Not Cooling - Air Conditioner,"Compressor - Reinstalled, No Component Mentioned - Recharged",SO0059194,1,Not Specified,1,PASE,5802229065                   CASE,HARNESS  WIRE,790,507.38,12/27/2023,10.0198,4590.5599
SO0059194-2,SO0059194,2,11/9/2023,PASEIH,9861,SPRAYS,,YPT056990,23,OIL LEAK ON REAR OF SPRAYER,POOR CRIMP ON HOSE,"I went to the farm, ran the sprayer and discovered that the hose from the tank to the water pump was leaking. I took the line off the pump, checked that the oring was OK, and found that the line was cracked. I went back to the store and ordered parts.  I went to the farm and drained the water",Not Cooling - Air Conditioner,"Line - Installed, No Component Mentioned - Recharged",SO0059194,2,Not Specified,3,PASE,238-6225                     CASE,O-RING,4.98,3.51,1/18/2024,4.36,1254.3699
SO0059201-8,SO0059201,8,11/9/2023,PASEIH,9861,SPRAYS,,YPT056990,23,OIL LEAK ON REAR OF SPRAYER,POOR CRIMP ON HOSE,"I went to the farm, ran the sprayer and discovered that the hose from the tank to the water pump was leaking. I took the line off the pump, checked that the oring was OK, and found that the line was cracked. I went back to the store and ordered parts.  I went to the farm and drained the water",GPS Issue - Antenna,"Antenna - Removed, Antenna - Installed, Harness - Installed, No Component Mentioned - Configured",SO0059201,8,Not Specified,1,PASE,51698635                     CASE,HOSE,205.34,144.92,1/18/2024,4.36,1254.3699
SO0059202-1,SO0059202,1,11/9/2023,PASEIH,9861,SPRAYS,,YPT056990,23,OIL LEAK ON REAR OF SPRAYER,POOR CRIMP ON HOSE,"I went to the farm, ran the sprayer and discovered that the hose from the tank to the water pump was leaking. I took the line off the pump, checked that the oring was OK, and found that the line was cracked. I went back to the store and ordered parts.  I went to the farm and drained the water","Leak - Cylinder, Leak - Cylinder","Hose - Reinstalled, Hytran - Filled",SO0059202,1,Not Specified,1,PASE,73344328                     CASE,OIL HV46 5GAL HYDRAULIC,120.12,84.96,1/18/2024,4.36,1254.3699
SO0059222-2,SO0059222,2,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Condenser loose.,Faulty bolts in bracketPN: 47953465Unit Hrs: 265,"Machine driven into the workshop. It was discovered that the capacitor holder was broken. Connect the AC machine to the device. Restore air conditioning. Remove capacitor/holder. I wanted to install a new capacitor/bracket and realized it was wrong. The customer needed a machine. New, larger threads inserted","Damaged - Drive Line, Cracked - Transfer Case, Cracked - Engine, Not Mentioned - Drive Line, Cracked - Transmission","Transmission Yoke - Removed, Yoke - Installed, Yoke - Retightened, U Joint - Removed, U Joint - Installed, Drive Line Spline - Used Grinder, Drive Line - Installed",SO0059222,2,Not Specified,0,PASE,91847632                     CASE,CONDENSER,0,0,3/7/2024,2.5499,478.42
SO0059223-2,SO0059223,2,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Condenser loose.,Faulty bolts in bracketPN: 47953465Unit Hrs: 265,"Machine driven into the workshop. It was discovered that the capacitor holder was broken. Connect the AC machine to the device. Restore air conditioning. Remove capacitor/holder. I wanted to install a new capacitor/bracket and realized it was wrong. The customer needed a machine. New, larger threads inserted",Oil Leak - Hydraulic Pump,"Hydraulic Pump - Removed, Hydraulic Pump - Installed",SO0059223,2,Not Specified,4,PICK,FREON                        MISC,FREON/LB,40.32,33.2,3/7/2024,2.5499,478.42
SO0059223-3,SO0059223,3,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Condenser loose.,Faulty bolts in bracketPN: 47953465Unit Hrs: 265,"Machine driven into the workshop. It was discovered that the capacitor holder was broken. Connect the AC machine to the device. Restore air conditioning. Remove capacitor/holder. I wanted to install a new capacitor/bracket and realized it was wrong. The customer needed a machine. New, larger threads inserted","Rough - Machine, Blocked - Port, Blocked - Screen","Air Leveling Valve - Replaced, Air Leveling Valve - Cleaned",SO0059223,3,Not Specified,0,PASE,51587211                     CASE,LAMP,0,0,3/7/2024,2.5499,478.42
SO0059223-4,SO0059223,4,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Condenser loose.,Faulty bolts in bracketPN: 47953465Unit Hrs: 265,"Machine driven into the workshop. It was discovered that the capacitor holder was broken. Connect the AC machine to the device. Restore air conditioning. Remove capacitor/holder. I wanted to install a new capacitor/bracket and realized it was wrong. The customer needed a machine. New, larger threads inserted",Oil Leak - Pump,"Quick Connect Software - Replaced, O Ring - Replaced",SO0059223,4,Not Specified,0,PASE,47970441                     CASE,KIT,0,0,3/7/2024,2.5499,478.42
SO0059223-5,SO0059223,5,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Condenser loose.,Faulty bolts in bracketPN: 47953465Unit Hrs: 265,"Machine driven into the workshop. It was discovered that the capacitor holder was broken. Connect the AC machine to the device. Restore air conditioning. Remove capacitor/holder. I wanted to install a new capacitor/bracket and realized it was wrong. The customer needed a machine. New, larger threads inserted","Damaged - Intake, Damaged - Elbow, Damaged - Clamp","Intake - Replaced, Clamp - Replaced, O Ring - Replaced",SO0059223,5,Not Specified,0,PASE,47939670                     CASE,CONDENSER,0,0,3/7/2024,2.5499,478.42
SO0059223-7,SO0059223,7,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Condenser loose.,Faulty bolts in bracketPN: 47953465Unit Hrs: 265,"Machine driven into the workshop. It was discovered that the capacitor holder was broken. Connect the AC machine to the device. Restore air conditioning. Remove capacitor/holder. I wanted to install a new capacitor/bracket and realized it was wrong. The customer needed a machine. New, larger threads inserted",Oil Leak - Cab,"Power Steering Hose - Replaced, Hydraulic Reservoir - Topped Off, No Component Mentioned - Cleaned, No Component Mentioned - Tested",SO0059223,7,Not Specified,4,OLD POLLAND,570821                       NEWHOL,SLF TAP SCREW,3,1.9199,3/7/2024,2.5499,478.42
SO0059223-8,SO0059223,8,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Heahlight broke,faulty brackets on light assemblyPN: 51587211Unit Hrs: 265,Remove and replace headlights. Adjust headlights. Operate to verify repair,Low - Tank,"Radiator Cap - Replaced, Coolant System - Topped Off, Engine - Cleaned",SO0059223,8,Not Specified,1,PASE,51587211                     CASE,LAMP,267.05,168.27,3/7/2024,0.55,360.9
SO0059224-1,SO0059224,1,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Fuel door seal falling off,faulty seal. PN: 92039840Units Hrs: 265,The customer states that the seal around the fuel filler flap is coming loose. The customer took home a new seal and will replace it himself.,"Damaged - Boom, Not Torqued - Fastener","Bolt - Replaced, Left Wing Slide Pad - Retightened",SO0059224,1,Not Specified,1,PASE,92039839                     CASE,GASKET,4.4199,3.12,3/7/2024,0,12.8099
